iter	Accuracy	Logloss
173	0.9057507987	0.2427004001
174	0.9057507987	0.242363683
175	0.9057507987	0.2423023065
176	0.9057507987	0.2422621852
177	0.9057507987	0.2422298151
178	0.9073482428	0.2419856745
179	0.9057507987	0.2414360656
180	0.9057507987	0.2413923123
181	0.9089456869	0.2406031209
182	0.9089456869	0.2405627071
183	0.910543131	0.2390720745
184	0.910543131	0.2390350732
185	0.910543131	0.2390008506
186	0.910543131	0.2389692118
187	0.910543131	0.2389399373
188	0.910543131	0.2382422987
189	0.9153354633	0.2371747197
190	0.9169329073	0.2361608877
191	0.9153354633	0.2358921039
192	0.9153354633	0.2344138051
193	0.9169329073	0.233343618
194	0.9169329073	0.2317167532
195	0.9185303514	0.23047733
196	0.9185303514	0.22947844
197	0.9201277955	0.2285027062
198	0.9201277955	0.2280697564
199	0.9201277955	0.2276791216
200	0.9201277955	0.2273550552
201	0.9201277955	0.2265009773
202	0.9201277955	0.2258747332
203	0.9169329073	0.2249238133
204	0.9201277955	0.2240469936
205	0.9185303514	0.2238775381
206	0.9169329073	0.2236589913
207	0.9169329073	0.2235260985
208	0.9169329073	0.2231491138
209	0.9169329073	0.2230276285
210	0.9185303514	0.2222182301
211	0.9169329073	0.2218440729
212	0.9185303514	0.2210396715
213	0.9169329073	0.220742247
214	0.9201277955	0.2206335829
215	0.9185303514	0.2202797545
216	0.9185303514	0.2202537951
217	0.9185303514	0.2201569774
218	0.9185303514	0.2198417103
219	0.9201277955	0.2190642189
220	0.9201277955	0.219040112
221	0.9201277955	0.2181572472
222	0.9201277955	0.2181342859
223	0.9201277955	0.2171890698
224	0.9201277955	0.2171685947
225	0.9233226837	0.2166748778
226	0.9233226837	0.2164366116
227	0.9233226837	0.2158878314
228	0.9233226837	0.2156738915
229	0.9233226837	0.2155002679
230	0.9233226837	0.2153161875
231	0.9233226837	0.2151576521
232	0.9233226837	0.2147324535
233	0.9233226837	0.214595295
234	0.9233226837	0.2143900326
235	0.9233226837	0.2143718975
236	0.9233226837	0.2142466828
237	0.9233226837	0.2142294497
238	0.9233226837	0.214213289
239	0.9233226837	0.2141090369
240	0.9233226837	0.2140939
241	0.9233226837	0.2129219713
242	0.9233226837	0.2129075413
243	0.9233226837	0.2128940375
244	0.9217252396	0.2127332108
245	0.9217252396	0.2127210233
246	0.9217252396	0.2127095914
247	0.9233226837	0.2120145853
248	0.9233226837	0.2120036165
249	0.9233226837	0.2118921981
250	0.9233226837	0.2118816924
251	0.9233226837	0.2117822422
252	0.9233226837	0.2117724434
253	0.9233226837	0.2117632296
254	0.9233226837	0.2116723838
255	0.9233226837	0.2115686679
256	0.9233226837	0.2115598441
257	0.9233226837	0.2115515322
258	0.9233226837	0.2114672432
259	0.9233226837	0.2106001004
260	0.9233226837	0.2105020883
261	0.9233226837	0.210413558
262	0.9233226837	0.2103565691
263	0.9233226837	0.209677748
264	0.9233226837	0.2095476827
265	0.9233226837	0.2094304874
266	0.9233226837	0.209421103
267	0.9249201278	0.209282482
268	0.9249201278	0.2092732439
269	0.9249201278	0.2092645907
270	0.9249201278	0.2092563519
271	0.9249201278	0.2092485763
272	0.9249201278	0.2084620662
273	0.9233226837	0.2083621772
274	0.9233226837	0.2082817882
275	0.9233226837	0.2082163412
276	0.9249201278	0.2073535371
277	0.9233226837	0.2071554166
278	0.9265175719	0.2064571198
279	0.9265175719	0.2063977909
280	0.928115016	0.2058549582
281	0.928115016	0.2058052087
282	0.928115016	0.2050867538
283	0.928115016	0.2049561278
284	0.928115016	0.2049481815
285	0.928115016	0.2045811662
286	0.928115016	0.2045736831
287	0.928115016	0.2045666387
288	0.928115016	0.2045599355
289	0.9297124601	0.2045140617
290	0.9297124601	0.2044726241
291	0.9297124601	0.2044270549
