iter	Passed	Remaining
216	5496	19834
217	5519	19799
218	5543	19769
219	5567	19739
220	5589	19703
221	5614	19676
222	5642	19661
223	5668	19636
224	5693	19611
225	5716	19578
226	5741	19549
227	5765	19521
228	5790	19494
229	5812	19458
230	5836	19430
231	5861	19402
232	5884	19371
233	5910	19346
234	5931	19310
235	5956	19281
236	5987	19276
237	6015	19260
238	6038	19228
239	6062	19197
240	6088	19174
241	6114	19152
242	6136	19117
243	6161	19090
244	6186	19063
245	6217	19056
246	6240	19024
247	6262	18991
248	6286	18959
249	6309	18929
250	6335	18906
251	6360	18880
252	6382	18845
253	6403	18807
254	6425	18773
255	6449	18745
256	6473	18716
257	6497	18686
258	6523	18662
259	6546	18631
260	6572	18610
261	6594	18575
262	6618	18547
263	6644	18524
264	6670	18502
265	6692	18466
266	6716	18437
267	6740	18409
268	6764	18382
269	6791	18363
270	6817	18339
271	6841	18311
272	6864	18279
273	6891	18260
274	6921	18247
275	6963	18267
276	6989	18244
277	7011	18210
278	7036	18183
279	7059	18152
280	7086	18131
281	7111	18106
282	7135	18077
283	7157	18045
284	7183	18021
285	7207	17994
286	7231	17966
287	7255	17937
288	7280	17911
289	7305	17886
290	7330	17860
291	7358	17842
292	7383	17816
293	7409	17792
294	7433	17765
295	7461	17746
296	7486	17720
297	7509	17691
298	7540	17678
299	7565	17653
300	7592	17630
301	7619	17609
302	7643	17581
303	7675	17573
304	7709	17567
305	7735	17543
306	7757	17511
307	7781	17482
308	7805	17454
309	7828	17423
310	7852	17396
311	7877	17370
312	7900	17340
313	7930	17326
314	7955	17299
315	7979	17272
316	8002	17241
317	8027	17216
318	8054	17193
319	8079	17169
320	8103	17140
321	8127	17112
322	8154	17092
323	8180	17068
324	8204	17040
325	8231	17019
326	8257	16994
327	8280	16964
328	8302	16933
329	8325	16903
330	8353	16882
331	8390	16881
332	8421	16869
333	8446	16842
334	8469	16813
335	8494	16786
336	8516	16755
337	8541	16729
338	8562	16695
339	8586	16667
340	8609	16637
341	8635	16615
342	8660	16589
343	8683	16560
344	8705	16528
345	8730	16501
346	8761	16488
347	8787	16464
348	8810	16434
349	8833	16404
350	8856	16376
351	8885	16356
352	8911	16334
353	8938	16311
354	8962	16283
355	8990	16263
356	9014	16235
357	9038	16208
358	9073	16200
359	9099	16176
360	9125	16152
361	9154	16133
362	9178	16106
363	9203	16080
364	9227	16053
365	9252	16027
366	9281	16009
367	9307	15985
368	9334	15962
369	9355	15930
370	9381	15905
371	9405	15878
372	9429	15850
373	9452	15821
374	9480	15800
375	9504	15773
376	9529	15746
377	9550	15714
378	9575	15690
379	9611	15681
380	9641	15663
381	9667	15639
382	9688	15607
383	9713	15582
384	9737	15554
385	9761	15526
386	9785	15500
387	9811	15475
388	9838	15452
389	9862	15426
390	9886	15398
391	9911	15373
392	9932	15340
393	9955	15312
394	9981	15287
395	10011	15270
396	10039	15248
397	10064	15223
398	10095	15206
399	10124	15186
400	10149	15161
401	10172	15132
402	10196	15105
403	10221	15079
404	10248	15056
405	10272	15029
406	10296	15001
407	10324	14980
408	10351	14957
409	10374	14929
410	10399	14903
411	10428	14883
412	10456	14861
413	10483	14839
414	10509	14814
415	10532	14785
416	10553	14755
417	10576	14726
418	10602	14702
419	10630	14680
420	10656	14655
421	10678	14626
422	10703	14600
423	10728	14574
424	10753	14548
425	10781	14526
426	10802	14496
427	10824	14466
428	10847	14437
429	10869	14409
430	10898	14387
431	10923	14362
432	10948	14336
433	10975	14313
434	10999	14287
435	11023	14260
436	11047	14232
437	11083	14221
438	11112	14200
439	11141	14180
440	11168	14157
441	11193	14130
442	11219	14107
443	11243	14079
444	11269	14055
445	11295	14030
446	11320	14004
447	11347	13982
448	11373	13957
449	11398	13931
450	11421	13903
451	11447	13879
452	11470	13851
453	11495	13824
454	11526	13806
455	11551	13780
456	11583	13762
457	11611	13740
458	11638	13718
459	11662	13691
460	11687	13664
461	11707	13633
462	11728	13603
463	11748	13571
464	11769	13541
465	11789	13510
466	11810	13479
467	11830	13448
468	11851	13417
469	11872	13388
470	11894	13358
471	11914	13328
472	11935	13297
473	11954	13266
474	11975	13235
475	11995	13204
476	12016	13175
477	12037	13145
478	12057	13115
479	12078	13085
480	12098	13054
481	12119	13024
482	12140	12995
483	12159	12963
484	12179	12932
485	12199	12902
486	12219	12871
487	12238	12840
488	12258	12809
489	12277	12778
490	12302	12753
491	12332	12733
492	12361	12712
493	12388	12689
494	12414	12664
495	12440	12641
496	12470	12621
497	12496	12596
498	12528	12578
499	12555	12555
500	12576	12526
501	12604	12503
502	12632	12481
503	12661	12460
504	12685	12434
505	12712	12411
506	12739	12387
507	12771	12369
508	12802	12349
509	12833	12330
510	12859	12305
511	12888	12284
512	12919	12264
513	12948	12243
514	12975	12220
515	13002	12196
516	13028	12171
517	13059	12151
518	13090	12132
519	13117	12108
520	13143	12083
521	13170	12060
522	13196	12035
523	13222	12011
524	13250	11988
525	13277	11964
526	13306	11943
527	13338	11923
528	13362	11896
529	13385	11869
530	13409	11843
531	13431	11815
532	13461	11794
533	13484	11767
534	13510	11742
535	13534	11716
536	13559	11690
537	13582	11663
538	13606	11637
539	13632	11613
540	13664	11593
541	13687	11566
542	13709	11538
543	13732	11510
544	13760	11487
545	13785	11462
546	13817	11442
547	13855	11427
548	13882	11404
549	13905	11377
550	13928	11349
551	13952	11323
552	13976	11297
553	14000	11271
554	14028	11247
555	14054	11223
556	14079	11197
557	14105	11173
558	14129	11146
559	14155	11122
560	14180	11096
561	14204	11070
562	14226	11042
563	14249	11015
564	14271	10988
565	14293	10959
566	14318	10934
567	14343	10908
568	14366	10882
569	14389	10855
570	14413	10829
571	14438	10803
572	14462	10777
573	14486	10750
574	14508	10723
575	14533	10697
576	14560	10674
577	14584	10648
578	14607	10621
579	14630	10594
580	14654	10568
581	14678	10542
582	14705	10518
583	14733	10494
584	14757	10468
585	14779	10441
586	14802	10414
587	14826	10388
588	14848	10361
589	14873	10335
590	14902	10313
591	14928	10288
592	14953	10263
593	14978	10237
594	14999	10209
595	15023	10184
596	15045	10156
597	15071	10131
598	15095	10105
599	15121	10081
600	15143	10053
601	15169	10029
602	15193	10002
603	15230	9985
604	15255	9960
605	15279	9934
606	15304	9908
607	15328	9882
608	15352	9857
609	15377	9831
610	15403	9806
611	15423	9778
612	15446	9752
613	15472	9727
614	15496	9701
615	15518	9673
616	15539	9646
617	15573	9626
618	15597	9600
619	15621	9574
620	15646	9548
621	15668	9521
622	15692	9496
623	15717	9471
624	15741	9444
625	15763	9418
626	15788	9392
627	15811	9366
628	15835	9340
629	15861	9315
630	15885	9289
631	15909	9263
632	15931	9236
633	15956	9211
634	15979	9185
635	16002	9158
636	16026	9132
637	16049	9106
638	16071	9079
639	16096	9054
640	16122	9029
641	16144	9002
642	16168	8976
643	16194	8952
644	16217	8926
645	16240	8899
646	16265	8874
647	16287	8847
648	16312	8822
649	16335	8796
650	16359	8770
651	16384	8744
652	16409	8719
653	16436	8695
654	16460	8670
655	16483	8643
656	16508	8618
657	16533	8593
658	16558	8567
659	16582	8542
660	16607	8517
661	16631	8491
662	16654	8465
663	16677	8439
664	16704	8414
665	16729	8389
666	16753	8364
667	16775	8337
668	16798	8311
669	16822	8285
670	16869	8271
671	16899	8248
672	16923	8222
673	16946	8196
674	16969	8170
675	16992	8144
676	17018	8119
677	17041	8093
678	17066	8068
679	17089	8042
680	17112	8015
681	17134	7989
682	17161	7965
683	17184	7939
684	17207	7912
685	17231	7887
686	17254	7861
687	17275	7834
688	17298	7808
689	17321	7782
690	17344	7756
691	17369	7731
692	17394	7705
693	17422	7681
694	17446	7656
695	17472	7631
696	17498	7606
697	17522	7581
698	17547	7556
699	17574	7531
700	17606	7509
701	17632	7484
702	17655	7459
703	17679	7433
704	17705	7408
705	17731	7383
706	17754	7358
707	17782	7333
708	17812	7310
709	17833	7284
710	17858	7258
711	17882	7233
712	17908	7208
713	17930	7182
714	17956	7157
715	17981	7132
716	18005	7106
717	18029	7081
718	18051	7055
719	18074	7028
720	18096	7002
721	18121	6977
722	18147	6952
723	18173	6928
724	18196	6902
725	18218	6875
726	18244	6851
727	18267	6825
728	18291	6799
729	18312	6773
730	18335	6747
731	18356	6720
732	18379	6694
733	18403	6669
734	18427	6644
735	18451	6618
736	18475	6593
737	18499	6567
738	18523	6542
739	18545	6516
740	18570	6490
741	18597	6466
742	18625	6442
743	18652	6417
744	18675	6392
745	18700	6367
746	18725	6342
747	18751	6317
748	18775	6291
749	18799	6266
750	18822	6240
751	18845	6215
752	18870	6189
753	18894	6164
754	18921	6140
755	18945	6114
756	18969	6089
757	18994	6064
758	19016	6038
759	19038	6012
760	19062	5986
761	19087	5961
762	19114	5937
763	19136	5911
764	19162	5886
765	19185	5860
766	19216	5837
767	19240	5812
768	19265	5787
769	19294	5763
770	19317	5737
771	19342	5712
772	19367	5687
773	19390	5661
774	19413	5636
775	19441	5611
776	19465	5586
777	19487	5560
778	19513	5535
779	19539	5511
780	19563	5485
781	19584	5459
782	19606	5433
783	19628	5407
784	19653	5382
785	19679	5358
786	19702	5332
787	19726	5307
788	19750	5281
789	19778	5257
790	19801	5232
791	19824	5206
792	19847	5180
793	19872	5155
794	19895	5130
795	19919	5105
796	19942	5079
797	19966	5054
798	19992	5029
799	20018	5004
800	20041	4979
801	20064	4953
802	20090	4928
803	20116	4904
804	20143	4879
805	20170	4855
806	20195	4829
807	20219	4804
808	20244	4779
809	20267	4754
810	20290	4728
811	20317	4704
812	20341	4678
813	20366	4653
814	20389	4628
815	20413	4603
816	20438	4577
817	20462	4552
818	20487	4527
819	20510	4502
820	20534	4476
821	20559	4452
822	20587	4427
823	20611	4402
824	20636	4377
825	20661	4352
826	20684	4327
827	20708	4301
828	20733	4276
829	20758	4251
830	20783	4226
831	20806	4201
832	20830	4176
833	20857	4151
834	20883	4126
835	20909	4101
836	20932	4076
837	20959	4051
838	20983	4026
839	21008	4001
840	21031	3976
841	21055	3951
842	21079	3925
843	21102	3900
844	21125	3875
845	21153	3850
846	21179	3825
847	21201	3800
848	21224	3774
849	21248	3749
850	21277	3725
851	21311	3701
852	21337	3677
853	21362	3652
854	21384	3626
855	21408	3601
856	21434	3576
857	21458	3551
858	21484	3526
859	21509	3501
860	21532	3476
861	21555	3450
862	21581	3425
863	21606	3401
864	21632	3376
865	21654	3350
866	21676	3325
867	21702	3300
868	21727	3275
869	21751	3250
870	21774	3224
871	21797	3199
872	21822	3174
873	21847	3149
874	21870	3124
875	21891	3098
876	21916	3073
877	21940	3048
878	21962	3023
879	21983	2997
880	22006	2972
881	22032	2947
882	22059	2922
883	22086	2898
884	22113	2873
885	22139	2848
886	22162	2823
887	22183	2797
888	22204	2772
889	22226	2747
890	22251	2722
891	22274	2696
892	22297	2671
893	22318	2646
894	22342	2621
895	22368	2596
896	22391	2571
897	22414	2545
898	22440	2521
899	22466	2496
900	22492	2471
901	22515	2446
902	22540	2421
903	22565	2396
904	22587	2371
905	22612	2346
906	22638	2321
907	22659	2295
908	22681	2270
909	22708	2245
910	22731	2220
911	22759	2196
912	22782	2170
913	22806	2145
914	22828	2120
915	22853	2095
916	22876	2070
917	22900	2045
918	22924	2020
919	22947	1995
920	22972	1970
921	22996	1945
922	23024	1920
923	23047	1895
924	23071	1870
925	23093	1845
926	23121	1820
927	23142	1795
928	23163	1770
929	23188	1745
930	23213	1720
931	23240	1695
932	23262	1670
933	23286	1645
934	23311	1620
935	23335	1595
936	23358	1570
937	23381	1545
938	23403	1520
939	23429	1495
940	23459	1470
941	23496	1446
942	23522	1421
943	23549	1397
944	23572	1371
945	23602	1347
946	23633	1322
947	23655	1297
948	23680	1272
949	23705	1247
950	23728	1222
951	23753	1197
952	23781	1172
953	23806	1147
954	23829	1122
955	23851	1097
956	23874	1072
957	23899	1047
958	23924	1022
959	23950	997
960	23974	972
961	23999	947
962	24022	922
963	24047	898
964	24073	873
965	24101	848
966	24128	823
967	24152	798
968	24178	773
969	24200	748
970	24226	723
971	24252	698
972	24277	673
973	24301	648
974	24326	623
975	24349	598
976	24375	573
977	24407	549
978	24432	524
979	24457	499
980	24486	474
981	24507	449
982	24529	424
983	24551	399
984	24579	374
985	24610	349
986	24638	324
987	24659	299
988	24688	274
989	24721	249
990	24750	224
991	24775	199
992	24800	174
993	24827	149
994	24849	124
995	24874	99
996	24899	74
997	24924	49
998	24948	24
999	24971	0
