iter	Accuracy	Logloss
75	0.8278558947	0.4083160596
76	0.8264467305	0.407833562
77	0.8250375664	0.4063325451
78	0.8290066838	0.4050237616
79	0.8304158479	0.4044085237
80	0.8290066838	0.4031937808
81	0.828153366	0.4023532866
82	0.8253350378	0.4010197521
83	0.8275975197	0.4006526725
84	0.8293041552	0.4003003851
85	0.8261883555	0.3994104214
86	0.827894991	0.3986666602
87	0.8284508374	0.3974437427
88	0.8298600015	0.3963633945
89	0.8312691657	0.3953563585
90	0.8307133193	0.3946323851
91	0.8324199548	0.3937503041
92	0.831566637	0.3927905317
93	0.831566637	0.391910689
94	0.8310107907	0.3913790788
95	0.8338291189	0.3904904451
96	0.8338291189	0.3897638766
97	0.8338291189	0.3892372296
98	0.8324199548	0.3887668967
99	0.8338291189	0.388517084
100	0.8352382831	0.3876784063
101	0.8352382831	0.3869043147
102	0.8343849653	0.3862199169
103	0.8343849653	0.3853487354
104	0.8352382831	0.3844688602
105	0.8352382831	0.3834723344
106	0.8352382831	0.3829258023
107	0.8360916008	0.3822757249
108	0.8352382831	0.3811890512
109	0.8343849653	0.3809240246
110	0.8352382831	0.3805255116
111	0.8360916008	0.3801819503
112	0.8360916008	0.3796433657
113	0.8355357544	0.3792356725
114	0.8341265903	0.3785823188
115	0.8341265903	0.3776357166
116	0.8341265903	0.3769423656
117	0.834979908	0.37629271
118	0.8341265903	0.3754582494
119	0.8341265903	0.374742775
120	0.834979908	0.373841263
121	0.8355357544	0.373161796
122	0.834979908	0.3728446724
123	0.8341265903	0.3720716512
124	0.8377982363	0.3716226307
125	0.8377982363	0.3712824755
126	0.8377982363	0.3706381074
127	0.8360916008	0.3698640806
128	0.8360916008	0.3695648958
129	0.8383540827	0.3690785705
130	0.8366474472	0.3685334657
131	0.8391683041	0.3678547447
132	0.8391683041	0.3672177402
133	0.8391683041	0.3666623847
134	0.8391683041	0.3661268819
135	0.8391683041	0.3655264362
136	0.8394657755	0.3650499723
137	0.8394657755	0.3644335666
138	0.8403190932	0.3639352388
139	0.8403190932	0.3632501598
140	0.841172411	0.3627396025
141	0.8403190932	0.3622571698
142	0.8394657755	0.3615880183
143	0.841172411	0.3611921978
144	0.8420257287	0.3606473201
145	0.841172411	0.3601529174
146	0.841172411	0.3595058893
147	0.8394657755	0.3590945629
148	0.841172411	0.3587650476
149	0.8403190932	0.3583616364
150	0.8403190932	0.3581229827
151	0.8403190932	0.357515887
152	0.8403190932	0.3569254974
153	0.8403190932	0.3567202883
154	0.8403190932	0.3561537089
155	0.8394657755	0.3558874497
156	0.8394657755	0.3557002443
157	0.8394657755	0.3553441615
158	0.8403190932	0.3549221302
159	0.841172411	0.3543211006
160	0.8403190932	0.3538114841
161	0.841172411	0.3534333752
162	0.841172411	0.3532060752
163	0.841172411	0.3528667309
164	0.841172411	0.3523944841
165	0.841172411	0.3521522946
166	0.841172411	0.351641121
167	0.841172411	0.3511933656
168	0.841172411	0.3507621865
169	0.841172411	0.3503400255
170	0.841172411	0.3498911023
171	0.841172411	0.3494527867
172	0.841172411	0.3493254961
173	0.8420257287	0.3489645799
174	0.8420257287	0.3484864291
175	0.8420257287	0.3482660062
176	0.8428790465	0.3478101086
177	0.8428790465	0.3474345624
178	0.8437323642	0.3472131339
179	0.8428790465	0.3469736368
180	0.8428790465	0.3465823902
181	0.8434348929	0.3460877604
182	0.8442882106	0.345682857
183	0.8442882106	0.3453922685
184	0.8434348929	0.3451773926
185	0.8434348929	0.3449105819
186	0.8434348929	0.3448154384
187	0.8434348929	0.3444322041
188	0.8434348929	0.3441054137
189	0.8434348929	0.3436864642
190	0.8442882106	0.3430874782
191	0.8442882106	0.3426198377
192	0.8451415284	0.3423424844
193	0.8434348929	0.3420394393
194	0.8434348929	0.3418404261
195	0.8442882106	0.3415446474
196	0.8442882106	0.3412585679
197	0.8442882106	0.3410077497
198	0.8442882106	0.3406065767
199	0.8442882106	0.3403876784
200	0.8442882106	0.3401546042
201	0.8459948461	0.3399743083
202	0.8459948461	0.3396949762
203	0.8451415284	0.3393113527
204	0.8459948461	0.3389714894
205	0.8459948461	0.3387723788
206	0.8459948461	0.3385253884
207	0.8468481639	0.338257345
208	0.8468481639	0.3379586792
209	0.8468481639	0.3376616354
210	0.8468481639	0.3373384457
211	0.8468481639	0.337024047
212	0.8468481639	0.3366504147
213	0.8468481639	0.3363623565
214	0.8468481639	0.3358969219
215	0.8468481639	0.3355661739
216	0.8468481639	0.3352373723
217	0.8468481639	0.3351560153
218	0.848257328	0.3348095669
219	0.848257328	0.3345508984
220	0.8459948461	0.334308125
221	0.848257328	0.3339792585
222	0.8474040103	0.3338214428
223	0.8459948461	0.3335087958
224	0.8451415284	0.3332728022
225	0.8474040103	0.3330790765
226	0.8474040103	0.3328837289
227	0.8477014816	0.3324441157
228	0.8477014816	0.3321415248
229	0.8477014816	0.3319145492
230	0.8477014816	0.3315157767
231	0.8477014816	0.3312379368
232	0.8468481639	0.3308824054
233	0.8491106458	0.3307443126
234	0.8477014816	0.3304603417
235	0.8477014816	0.3302994443
236	0.8491106458	0.3298411463
237	0.8505198099	0.3295494873
238	0.8505198099	0.3292338235
239	0.8505198099	0.3290819766
240	0.8505198099	0.3288524707
241	0.8505198099	0.3284260277
242	0.8505198099	0.3282654872
243	0.8505198099	0.3280812662
244	0.8505198099	0.3276883975
245	0.8505198099	0.3273064284
246	0.8505198099	0.3271417032
247	0.8505198099	0.3267185691
248	0.8505198099	0.3264181191
249	0.8505198099	0.3263298202
250	0.8505198099	0.3261686633
251	0.8505198099	0.3258870929
252	0.8505198099	0.325711825
253	0.8505198099	0.3255845993
254	0.8505198099	0.3253072783
255	0.8505198099	0.3251558531
256	0.8513731277	0.3247117958
257	0.8499639635	0.3244160495
258	0.8499639635	0.3242095429
259	0.8499639635	0.3240897781
260	0.8499639635	0.3238331209
261	0.8499639635	0.3236931142
262	0.8513731277	0.3234182586
263	0.8513731277	0.3232353351
264	0.8513731277	0.3230159827
265	0.8499639635	0.3228336431
266	0.8499639635	0.3225582037
267	0.8499639635	0.3223562385
268	0.8499639635	0.3220932556
269	0.8513731277	0.3218286508
270	0.8499639635	0.3216758307
271	0.8513731277	0.321444346
272	0.8513731277	0.3211673495
273	0.8499639635	0.3208644342
274	0.8499639635	0.3206186764
275	0.8485547994	0.3203946852
276	0.8485547994	0.3203139121
277	0.8485547994	0.3202074798
278	0.8485547994	0.3200965384
279	0.8485547994	0.3198890262
280	0.8499639635	0.3197037996
281	0.8485547994	0.3195324893
282	0.8485547994	0.3192608452
283	0.8485547994	0.3188788436
284	0.8485547994	0.3187751686
285	0.8485547994	0.3184512328
286	0.8485547994	0.3182038207
287	0.8485547994	0.3180464916
288	0.8485547994	0.3177515887
289	0.8485547994	0.317582614
290	0.8494081171	0.317325535
291	0.8494081171	0.3171200664
292	0.8494081171	0.3170310538
293	0.8494081171	0.3166696835
294	0.8502614349	0.3163567121
295	0.851670599	0.3161504326
296	0.851670599	0.3159823662
297	0.8530797632	0.3156419514
298	0.8530797632	0.3152961842
299	0.8508172813	0.3150888342
300	0.8522264454	0.3148436927
301	0.8499639635	0.3146178849
302	0.8499639635	0.3142735775
303	0.8499639635	0.314162182
304	0.8499639635	0.3140275277
305	0.8499639635	0.3138843096
306	0.8499639635	0.3137395344
307	0.8499639635	0.3136143199
308	0.851670599	0.3133863062
309	0.8536356096	0.3131231611
310	0.8536356096	0.3128014636
311	0.8544889273	0.3126120848
312	0.8544889273	0.3123673002
313	0.8544889273	0.3122429291
314	0.8544889273	0.3121988445
315	0.8558980914	0.3119337207
316	0.8558980914	0.3116322651
317	0.8558980914	0.3113895242
318	0.8567514092	0.311343104
319	0.8544889273	0.3112261614
320	0.8544889273	0.3111557363
321	0.8544889273	0.3110001914
322	0.8558980914	0.3108501286
323	0.8581605733	0.3106128374
324	0.8581605733	0.310320627
325	0.8581605733	0.309985889
326	0.8581605733	0.3097148613
327	0.8590138911	0.3094794191
328	0.8604230552	0.3093225117
329	0.8590138911	0.3088961985
330	0.8590138911	0.3086573502
331	0.8590138911	0.3085156242
332	0.8581605733	0.3084084134
333	0.8598672088	0.3081628178
334	0.8584580447	0.307935907
335	0.8598672088	0.3078116981
336	0.8576047269	0.30748374
337	0.8576047269	0.3073513889
338	0.8561955628	0.3071682708
339	0.8584580447	0.3069141113
340	0.8584580447	0.3066637472
341	0.8593113624	0.3065114785
342	0.8584580447	0.306416043
343	0.8584580447	0.3062322437
344	0.8584580447	0.3059317289
345	0.8593113624	0.3056490555
346	0.8593113624	0.3054801133
347	0.8593113624	0.30535558
348	0.8579021983	0.3052166438
349	0.8579021983	0.3049012071
350	0.8593113624	0.3048366535
351	0.8601646802	0.3044916972
352	0.8601646802	0.304386822
353	0.8579021983	0.3041891388
354	0.8587555161	0.3039185327
355	0.8587555161	0.3036771542
356	0.8587555161	0.3034940685
357	0.8587555161	0.3034112842
358	0.8596088338	0.3032867185
359	0.8596088338	0.3032235598
360	0.8596088338	0.3031644235
361	0.8610179979	0.3030905924
362	0.8596088338	0.3028223544
363	0.8610179979	0.3026238602
364	0.8610179979	0.3025158708
365	0.8610179979	0.3024452511
366	0.8610179979	0.3021589446
367	0.8610179979	0.3020222467
368	0.8610179979	0.301844481
369	0.8610179979	0.3015948305
370	0.8610179979	0.3015528545
371	0.8624271621	0.3013172825
372	0.8624271621	0.3012027729
373	0.8624271621	0.3010721411
374	0.8624271621	0.3010254289
375	0.8624271621	0.3007926467
376	0.8624271621	0.3007583263
377	0.8624271621	0.3004793185
378	0.8624271621	0.3003593916
379	0.8624271621	0.30025789
380	0.8624271621	0.3000376292
381	0.8624271621	0.2999089762
382	0.8610179979	0.2997356871
383	0.8610179979	0.2995281424
384	0.8596088338	0.2994713418
385	0.8601646802	0.2993349358
386	0.8601646802	0.2991046839
387	0.8601646802	0.2990638107
388	0.8601646802	0.2990237486
389	0.8601646802	0.2988149064
390	0.8610179979	0.2986206941
391	0.8610179979	0.2984876943
392	0.8610179979	0.2984299204
393	0.8596088338	0.2982090433
394	0.8596088338	0.2980388035
395	0.8596088338	0.2977070175
396	0.8596088338	0.2976515793
397	0.8596088338	0.2974779983
398	0.8596088338	0.2972794392
399	0.8596088338	0.2970906767
400	0.8610179979	0.2968993515
401	0.8610179979	0.2967891887
402	0.8610179979	0.2967259003
403	0.8610179979	0.2965958524
404	0.8610179979	0.2963874967
405	0.8610179979	0.2962933912
406	0.8610179979	0.2961651274
407	0.8610179979	0.2959017228
408	0.8610179979	0.2957339484
409	0.8610179979	0.2955263388
410	0.8618713157	0.2953271634
411	0.8618713157	0.2951460566
412	0.8627246334	0.2947421587
413	0.8627246334	0.2945610842
414	0.8627246334	0.2944555926
415	0.8627246334	0.2942455177
416	0.8627246334	0.2940577609
417	0.8627246334	0.2939727707
418	0.8627246334	0.2937957836
419	0.8627246334	0.2935763662
420	0.8635779512	0.2933544187
421	0.8635779512	0.2932043559
422	0.8635779512	0.2929955137
423	0.8635779512	0.2929028355
424	0.8638754226	0.2926449131
425	0.8638754226	0.2925526566
426	0.8652845867	0.2924749976
427	0.8652845867	0.2923489722
428	0.864431269	0.2920847242
429	0.864431269	0.2920602327
430	0.8658404331	0.2918382203
431	0.8666937508	0.2916369039
432	0.8666937508	0.2915503567
433	0.8666937508	0.2914313705
434	0.8666937508	0.2913816739
435	0.8666937508	0.2912020917
436	0.8666937508	0.2910130697
437	0.8666937508	0.2908444194
438	0.8658404331	0.2906715195
439	0.8658404331	0.2904837302
440	0.8672495972	0.2903789523
441	0.8672495972	0.2900727607
442	0.8672495972	0.2898939245
443	0.8672495972	0.2898224614
444	0.8686587614	0.2896415492
445	0.8686587614	0.2895468922
446	0.8686587614	0.28951614
447	0.8686587614	0.2892481291
448	0.8686587614	0.2892462476
449	0.8686587614	0.2891579487
450	0.8686587614	0.2890037662
451	0.8672495972	0.288829731
452	0.8672495972	0.2887456167
453	0.8672495972	0.2885871522
454	0.8686587614	0.2884841584
455	0.8686587614	0.2883946268
456	0.8686587614	0.2882542957
457	0.8686587614	0.2880806823
458	0.8686587614	0.2879990982
459	0.8686587614	0.2879568951
460	0.8686587614	0.2877754962
461	0.8686587614	0.2876857051
462	0.8700679255	0.2874870163
463	0.8700679255	0.287322064
464	0.8678054436	0.2872869002
465	0.8700679255	0.2871371942
466	0.8700679255	0.2870596975
467	0.8700679255	0.2870578809
468	0.8700679255	0.2869517405
469	0.8700679255	0.2868173782
470	0.8700679255	0.2867297929
471	0.8714770897	0.2866573891
472	0.8714770897	0.2864347279
473	0.8714770897	0.2863622267
474	0.8714770897	0.2863206075
475	0.8714770897	0.2862156674
476	0.8714770897	0.2860325817
477	0.8700679255	0.2858588709
478	0.8700679255	0.285762592
479	0.8700679255	0.2855532956
480	0.8700679255	0.2855146932
481	0.8700679255	0.2854649967
482	0.8700679255	0.284832404
483	0.8700679255	0.2845450594
484	0.8700679255	0.2844959792
485	0.8700679255	0.2842827253
486	0.8700679255	0.2841525152
487	0.8700679255	0.2840234729
488	0.8700679255	0.2839129208
489	0.8700679255	0.2837739521
490	0.8700679255	0.2836318045
491	0.8700679255	0.2835246585
492	0.8700679255	0.2834232542
493	0.8700679255	0.2833220121
494	0.8700679255	0.2831842437
495	0.8700679255	0.2830972099
496	0.8700679255	0.2829712169
497	0.8700679255	0.2827833951
498	0.8700679255	0.2826011529
499	0.8700679255	0.2825994012
500	0.8700679255	0.2823946787
501	0.8700679255	0.2823082612
502	0.8714770897	0.2821469097
503	0.8714770897	0.281942025
504	0.8714770897	0.2818456488
505	0.8714770897	0.2816766417
506	0.8714770897	0.2815047474
507	0.8714770897	0.2812878279
508	0.8700679255	0.2812011509
509	0.8714770897	0.2809877673
510	0.8714770897	0.2809043342
511	0.8714770897	0.2802659348
512	0.8714770897	0.2801471433
513	0.8714770897	0.2801454889
514	0.8714770897	0.2798338799
515	0.8723304074	0.2796321418
516	0.8723304074	0.2795926312
517	0.8740370429	0.2794322528
518	0.8731837252	0.279344408
519	0.8731837252	0.2791459463
520	0.8731837252	0.2789856976
521	0.875446207	0.2787354633
522	0.8740370429	0.2787067872
523	0.875446207	0.2785068657
524	0.875446207	0.2783035057
525	0.875446207	0.2781592819
526	0.875446207	0.2779444709
527	0.875446207	0.2777572331
528	0.875446207	0.2775841062
529	0.8740370429	0.2772439185
530	0.875446207	0.2771605503
531	0.8762995248	0.2768292833
532	0.8762995248	0.2766650772
533	0.8777086889	0.2764712217
534	0.8777086889	0.2764209738
535	0.8777086889	0.2763399087
536	0.8771528425	0.2761714206
537	0.8771528425	0.2760491905
538	0.8762995248	0.275900036
539	0.8762995248	0.2758727873
540	0.8771528425	0.2757109816
541	0.8771528425	0.2755618595
542	0.8771528425	0.2754249994
543	0.8771528425	0.2753259956
544	0.8785620067	0.2750927917
545	0.8785620067	0.2750844874
546	0.8785620067	0.2749543746
547	0.8785620067	0.2748234508
548	0.8785620067	0.2747414126
549	0.8785620067	0.2746560007
550	0.8785620067	0.2745147614
551	0.8794153244	0.2743634984
552	0.8794153244	0.2742892455
553	0.8794153244	0.2742829523
554	0.8794153244	0.2742202802
555	0.8794153244	0.2741417779
556	0.8794153244	0.2740406655
557	0.8780061603	0.2740155577
558	0.8780061603	0.2739952509
559	0.8794153244	0.2738185558
560	0.8771528425	0.2735982301
561	0.8771528425	0.273401585
562	0.8794153244	0.2733027109
563	0.8794153244	0.2732505166
564	0.8794153244	0.2731831732
565	0.8794153244	0.2731416189
566	0.8830869705	0.2729892205
567	0.8839402882	0.2729193469
568	0.8839402882	0.2729177899
569	0.8825311241	0.2727521564
570	0.8825311241	0.2724856376
571	0.8833844418	0.272342971
572	0.8833844418	0.2722571374
573	0.8833844418	0.2722313808
574	0.8833844418	0.2722301157
575	0.884793606	0.2721774997
576	0.884793606	0.272046803
577	0.8833844418	0.2720210302
578	0.8833844418	0.2719529245
579	0.884793606	0.2718274667
580	0.884793606	0.2717047014
581	0.8844961346	0.2716139209
582	0.8853494524	0.2714526342
583	0.8853494524	0.271429489
584	0.8844961346	0.2712809995
585	0.8836428169	0.2712506853
586	0.8836428169	0.2712322113
587	0.8836428169	0.2712038272
588	0.8836428169	0.2710874847
589	0.8836428169	0.2710252343
590	0.8844961346	0.2709056317
591	0.8853494524	0.2708449059
592	0.8853494524	0.2705991644
593	0.8836428169	0.2704982629
594	0.8836428169	0.2702679623
595	0.8836428169	0.2702674919
596	0.885051981	0.2701719915
597	0.8853494524	0.2699975346
598	0.8853494524	0.2699275962
599	0.8853494524	0.2698490452
600	0.8867586165	0.2697052756
601	0.8867586165	0.2696703388
602	0.8867586165	0.2694427468
603	0.8867586165	0.2694056204
604	0.8853494524	0.2692447068
605	0.8853494524	0.2691514122
606	0.8853494524	0.2691308946
607	0.8844961346	0.2686051396
608	0.8859052987	0.2685332062
609	0.8867586165	0.2684509571
610	0.8867586165	0.2682412228
611	0.8867586165	0.2681252372
612	0.8867586165	0.2680511303
613	0.8867586165	0.2678983427
614	0.8867586165	0.2678510142
615	0.8859052987	0.267814196
616	0.8859052987	0.2676748705
617	0.8859052987	0.267561188
618	0.8867586165	0.2674238576
619	0.8867586165	0.2672807368
620	0.8867586165	0.2672696102
621	0.8867586165	0.2671992662
622	0.8853494524	0.2670144451
623	0.8867586165	0.2669328286
624	0.8867586165	0.2668724272
625	0.8867586165	0.2667601558
626	0.8867586165	0.2667128598
627	0.8881677806	0.2665811088
628	0.8881677806	0.266551784
629	0.8881677806	0.2664646042
630	0.8867586165	0.266374067
631	0.8881677806	0.2662059519
632	0.8881677806	0.2662048814
633	0.8895769448	0.2661846071
634	0.8904302625	0.2660721411
635	0.8895769448	0.2659663089
636	0.8881677806	0.265839813
637	0.8881677806	0.2657756163
638	0.8895769448	0.2656114587
639	0.8881677806	0.2655433531
640	0.8881677806	0.2654375858
641	0.8881677806	0.2653935985
642	0.8881677806	0.2653697234
643	0.8890210984	0.2652499424
644	0.8876119342	0.2651889247
645	0.8904302625	0.265062591
646	0.8904302625	0.2649085058
647	0.8901327912	0.2646634617
648	0.8895769448	0.264474164
649	0.8881677806	0.2643065841
650	0.8881677806	0.2642687603
651	0.8881677806	0.2642442526
652	0.8881677806	0.2641896578
653	0.8881677806	0.2640688874
654	0.8881677806	0.2640448664
655	0.8881677806	0.2638078833
656	0.8881677806	0.2637893444
657	0.8881677806	0.263721628
658	0.8895769448	0.2635560757
659	0.8895769448	0.2634937766
660	0.8895769448	0.2634101813
661	0.8895769448	0.2632502571
662	0.8895769448	0.2630546175
663	0.8895769448	0.2629704221
664	0.8895769448	0.2628878162
665	0.8909861089	0.2628298153
666	0.8909861089	0.262552316
667	0.8909861089	0.2624911523
668	0.8909861089	0.262418862
669	0.8901327912	0.2623390296
670	0.8909861089	0.2622622627
671	0.8901327912	0.2622577375
672	0.8901327912	0.2622131177
673	0.8901327912	0.2621798191
674	0.8901327912	0.262139838
675	0.8881677806	0.2620154345
676	0.8895769448	0.2619552926
677	0.8895769448	0.2619548547
678	0.8881677806	0.2618735301
679	0.8895769448	0.2617513
680	0.8895769448	0.2617343668
681	0.8895769448	0.2616761713
682	0.8895769448	0.2615995666
683	0.8909861089	0.2615063532
684	0.8909861089	0.2612200629
685	0.8909861089	0.2610534562
686	0.8909861089	0.2609283228
687	0.8909861089	0.2607760542
688	0.8909861089	0.2605001444
689	0.8909861089	0.2604559949
690	0.8909861089	0.2603189726
691	0.8909861089	0.2602723578
692	0.8909861089	0.2602246076
693	0.8909861089	0.2601289612
694	0.8909861089	0.2600543353
695	0.8901327912	0.2598349018
696	0.8915419553	0.2596829575
697	0.8915419553	0.2596258811
698	0.8938044372	0.2595216384
699	0.8938044372	0.2594796462
700	0.8938044372	0.2594791271
701	0.8938044372	0.2594199098
702	0.8938044372	0.2593472951
703	0.8909861089	0.2592083102
704	0.8909861089	0.2589495282
705	0.8909861089	0.2587513422
706	0.8923952731	0.2585467657
707	0.8938044372	0.258450211
708	0.8929511194	0.2583171301
709	0.8929511194	0.258316611
710	0.8929511194	0.2582642221
711	0.8952136013	0.2580917115
712	0.8952136013	0.2579979304
713	0.8952136013	0.2579965193
714	0.8952136013	0.2579251211
715	0.8952136013	0.2578019016
716	0.8952136013	0.2578010582
717	0.8952136013	0.2577124024
718	0.8952136013	0.2574869839
719	0.8952136013	0.257367803
720	0.8952136013	0.2572978321
721	0.8943602836	0.2571638753
722	0.8943602836	0.2571469259
723	0.8943602836	0.2569888832
724	0.8943602836	0.2568083277
725	0.8952136013	0.2567687684
726	0.8952136013	0.2565061261
727	0.8952136013	0.2563236081
728	0.8952136013	0.2562960188
729	0.8938044372	0.2562118882
730	0.8938044372	0.2561721343
731	0.8938044372	0.2561712746
732	0.8952136013	0.2560624256
733	0.8952136013	0.2560353715
734	0.8960669191	0.2558413539
735	0.8960669191	0.2558408024
736	0.8960669191	0.2556762394
737	0.8960669191	0.2556756879
738	0.8960669191	0.2555771707
739	0.8960669191	0.2554764477
740	0.8960669191	0.2554758638
741	0.8960669191	0.2554592712
742	0.8960669191	0.2553216812
743	0.8960669191	0.2552870688
744	0.8960669191	0.255286193
745	0.8960669191	0.255213335
746	0.8960669191	0.2551150449
747	0.8960669191	0.2550797513
748	0.8960669191	0.2549872353
749	0.8960669191	0.2548978172
750	0.8960669191	0.2545111444
751	0.8960669191	0.254321571
752	0.8969202368	0.2542258597
753	0.8969202368	0.2542115379
754	0.8969202368	0.2541181623
755	0.8960669191	0.2540069614
756	0.8974760832	0.2538817469
757	0.8974760832	0.2536682497
758	0.8960669191	0.2535539996
759	0.8974760832	0.2533976112
760	0.8960669191	0.2530338079
761	0.8960669191	0.2529419569
762	0.8960669191	0.2527024598
763	0.8960669191	0.2526071217
764	0.8960669191	0.2523602285
765	0.8960669191	0.2522314781
766	0.8960669191	0.2519527948
767	0.8960669191	0.2519497131
768	0.8960669191	0.2518813155
769	0.8960669191	0.2518326408
770	0.8960669191	0.2518319271
771	0.8960669191	0.251775759
772	0.8960669191	0.2517727422
773	0.8960669191	0.251769774
774	0.8974760832	0.2516239445
775	0.8974760832	0.2516232471
776	0.8974760832	0.2516077737
777	0.8974760832	0.2516065572
778	0.8974760832	0.251538484
779	0.8974760832	0.2514678805
780	0.8974760832	0.2512961647
781	0.8974760832	0.2511121059
782	0.8974760832	0.2511077429
783	0.898329401	0.2510451843
784	0.8969202368	0.250991514
785	0.8969202368	0.2509665522
786	0.8969202368	0.2509491
787	0.898329401	0.2508483445
788	0.8960669191	0.2507695826
789	0.8960669191	0.2507684148
790	0.8960669191	0.2506942593
791	0.8960669191	0.2506386102
792	0.8960669191	0.2505787765
793	0.8960669191	0.2505252846
794	0.8960669191	0.2504445439
795	0.8969202368	0.2501220355
796	0.8969202368	0.2499065108
797	0.8966227655	0.249849402
798	0.8966227655	0.2497582809
799	0.8966227655	0.2496041632
800	0.8974760832	0.2495266827
801	0.8974760832	0.2494833118
802	0.898329401	0.2494308579
803	0.8974760832	0.24931943
804	0.8974760832	0.249318765
805	0.898329401	0.2492199883
806	0.898329401	0.2491446487
807	0.898329401	0.2491438215
808	0.898329401	0.2489810751
809	0.8974760832	0.2488872778
810	0.8974760832	0.2487042732
811	0.8974760832	0.2486304583
812	0.898329401	0.2484729183
813	0.898329401	0.2483537537
814	0.898329401	0.2483537537
815	0.898329401	0.2482913086
816	0.898329401	0.2482445965
817	0.898329401	0.2482092704
818	0.898329401	0.2481532158
819	0.898329401	0.2480481459
820	0.898329401	0.2480476918
821	0.898329401	0.2478868431
822	0.898329401	0.2478864051
823	0.8974760832	0.2477108129
824	0.8974760832	0.2477100019
825	0.898329401	0.2475974386
826	0.898329401	0.2475830681
827	0.898329401	0.24747709
828	0.8974760832	0.2473540489
829	0.8988852474	0.2472420695
830	0.8988852474	0.2472261095
831	0.8988852474	0.2471143572
832	0.8988852474	0.2470917959
833	0.8988852474	0.2470913255
834	0.8988852474	0.2470413694
835	0.8988852474	0.246896724
836	0.8988852474	0.2467222671
837	0.8988852474	0.2466590111
838	0.8988852474	0.2465019739
839	0.8988852474	0.2463721206
840	0.8988852474	0.2462296161
841	0.8988852474	0.2461540009
842	0.8988852474	0.2460843706
843	0.8997385651	0.2459423689
844	0.8997385651	0.2458372179
845	0.8997385651	0.2457323751
846	0.8997385651	0.2456203308
847	0.9011477293	0.2455653305
848	0.8997385651	0.2454375209
849	0.8997385651	0.2453390361
850	0.8997385651	0.2453221678
851	0.8997385651	0.2452572088
852	0.8997385651	0.2452086638
853	0.8997385651	0.2451855186
854	0.8997385651	0.2451118334
855	0.8997385651	0.2450370615
856	0.8997385651	0.2449678367
857	0.8997385651	0.2448659783
858	0.8997385651	0.2448524513
859	0.8997385651	0.2447253228
860	0.8997385651	0.2447014802
861	0.9011477293	0.2445764279
862	0.8997385651	0.244474537
863	0.8997385651	0.2444088156
864	0.8997385651	0.2442279034
865	0.9011477293	0.2441288509
866	0.9011477293	0.2441141074
867	0.9011477293	0.2440277548
868	0.9011477293	0.2439392612
869	0.9011477293	0.2438998316
870	0.9011477293	0.2438251084
871	0.9011477293	0.2437138751
872	0.9011477293	0.2436390708
873	0.9011477293	0.2436028202
874	0.9011477293	0.2435391912
875	0.9011477293	0.2435387695
876	0.9011477293	0.243325548
877	0.9011477293	0.2432596482
878	0.9025568934	0.2431256265
879	0.9025568934	0.2430786224
880	0.9025568934	0.2430376357
881	0.9025568934	0.242918244
